iter_global,activityType,raw_data_samp_time[ms],binLineWr_time[ms],iterTime_binlineIdx[ms],distLuna [cm],strengthLuna[Amp],tempLuna[Cdeg],mpuAngle[deg],mpuTotGyro[rad/sec],mpuTotAcc[m/s^2],mpu_gyroX[rad/sec],mpu_gyroY[rad/sec],mpu_GyroZ[rad/sec],mpu_accX[m/s^2],mpu_accY[m/s^2],mpu_accZ[m/s^2],vl1_dist[cm],vl2_dist[cm],vl3_dist[cm],VLAngle[deg],fusedAngle[deg],spincount,bucket10,digit,currentTopDir,currentHammerDir,currentSystemMode,currentTopMode,currentHammerMode
2270,4,78973.156,78976.000,20.000,0,0,0.000,75.240,29.629,44.993,2.596,3.579,-29.297,12.012,38.530,19.889,22.000,21.000,13.000,54.182,1.009,-122,12,2,0,0,4,0,0
2271,4,78993.156,78996.000,20.000,0,0,0.000,41.682,29.711,43.772,1.419,4.904,-29.269,13.697,36.562,19.788,22.000,51.000,13.000,106.902,330.241,-122,12,2,0,0,4,0,0
2272,4,79013.172,79016.000,20.000,0,0,0.000,8.129,29.797,43.629,-0.181,5.648,-29.257,17.071,34.793,20.039,12.000,120.000,17.000,-57.296,296.687,-122,12,2,0,0,4,0,0
2273,4,79033.148,79036.000,20.000,0,0,0.000,334.663,29.786,44.441,-1.805,5.439,-29.230,20.504,34.790,18.553,10.000,67.000,26.000,135.790,260.672,-123,12,2,0,0,4,0,0
2274,4,79053.180,79056.000,20.000,0,0,0.000,301.133,29.720,46.219,-3.085,4.465,-29.220,22.831,37.151,15.323,7.000,75.000,30.000,139.420,225.389,-123,12,2,0,0,4,0,0
2275,4,79073.156,79076.000,20.000,0,0,0.000,267.665,29.597,46.153,-3.694,2.748,-29.236,23.739,39.225,5.286,6.000,91.000,120.000,-57.296,191.920,-123,12,2,0,0,4,0,0
2276,4,79093.148,79096.000,20.000,0,0,0.000,234.182,29.453,45.008,-3.458,0.798,-29.238,21.931,39.225,2.473,9.000,78.000,107.000,-163.260,159.204,-123,12,2,0,0,4,0,0
2277,4,79113.180,79116.000,20.000,0,0,0.000,200.616,29.396,44.191,-2.569,-1.070,-29.264,20.272,39.225,-1.817,8.000,58.000,70.000,-169.487,126.935,-123,12,2,0,0,4,0,0
2278,4,79133.172,79136.000,20.000,0,0,0.000,167.111,29.385,44.177,-1.147,-2.642,-29.244,19.975,39.225,-3.740,7.000,17.000,97.000,-125.818,96.245,-123,12,2,0,0,4,0,0
2279,4,79153.156,79156.000,20.000,0,0,0.000,133.576,29.449,42.331,0.674,-3.049,-29.283,15.409,39.225,-3.977,17.000,11.000,110.000,-116.902,59.118,-123,12,2,0,0,4,0,0
2280,4,79173.180,79176.000,20.000,0,0,0.000,99.972,29.530,41.333,2.363,-2.461,-29.332,12.933,39.225,1.595,17.000,10.000,47.000,-109.743,22.809,-123,12,2,0,0,4,0,0
2281,4,79193.148,79196.000,20.000,0,0,0.000,66.384,29.615,41.620,3.699,-1.085,-29.363,11.444,39.225,7.913,12.000,13.000,120.000,-57.296,349.221,-123,12,2,0,0,4,0,0
2282,4,79213.172,79216.000,20.000,0,0,0.000,32.683,29.728,41.965,4.313,1.053,-29.395,9.802,39.225,11.241,6.000,26.000,20.000,163.004,312.470,-123,12,2,0,0,4,0,0
2283,4,79233.180,79236.000,20.000,0,0,0.000,358.974,29.846,43.045,3.962,3.220,-29.407,9.110,39.225,15.206,16.000,86.000,9.000,115.285,275.491,-124,12,2,0,0,4,0,0
2284,4,79253.156,79256.000,20.000,0,0,0.000,325.396,29.662,21.620,4.974,2.960,-29.092,-2.789,20.200,7.183,9.000,38.000,7.000,116.696,239.408,-124,12,2,0,0,4,0,0
2285,4,79273.148,79276.000,20.000,0,0,0.000,292.123,29.450,46.635,2.863,4.213,-29.006,15.704,39.225,19.738,8.000,92.000,8.000,120.000,204.413,-124,12,2,0,0,4,0,0
2286,4,79293.148,79296.000,20.000,0,0,0.000,258.916,29.299,46.169,0.752,4.542,-28.935,16.015,39.225,18.344,11.000,120.000,14.000,-57.296,171.206,-124,12,2,0,0,4,0,0
2287,4,79313.180,79316.000,20.000,0,0,0.000,225.773,29.168,45.308,-0.909,4.031,-28.873,19.122,38.832,13.388,7.000,56.000,26.000,142.615,138.154,-124,12,2,0,0,4,0,0
2288,4,79333.156,79336.000,20.000,0,0,0.000,192.747,29.012,45.912,-2.071,2.608,-28.820,21.986,39.225,9.270,5.000,55.000,43.000,166.711,106.359,-124,12,2,0,0,4,0,0
2289,4,79353.180,79356.000,20.000,0,0,0.000,159.730,28.887,44.780,-2.335,0.917,-28.778,20.980,39.225,5.143,7.000,120.000,82.000,-57.296,73.343,-124,12,2,0,0,4,0,0
2290,4,79373.148,79376.000,20.000,0,0,0.000,126.802,28.831,43.836,-1.857,-0.801,-28.760,19.501,39.225,1.650,13.000,120.000,115.000,-57.296,40.415,-124,12,2,0,0,4,0,0
2291,4,79393.148,79396.000,20.000,0,0,0.000,93.851,28.841,43.179,-0.864,-2.091,-28.752,18.014,39.225,1.125,21.000,11.000,42.000,-101.578,5.283,-124,12,2,0,0,4,0,0
2292,4,79413.156,79416.000,20.000,0,0,0.000,60.884,28.881,42.430,0.673,-2.427,-28.771,16.175,39.225,0.146,18.000,11.000,57.000,-111.882,330.632,-124,12,2,0,0,4,0,0
2293,4,79433.156,79436.000,20.000,0,0,0.000,27.879,28.949,41.572,2.268,-1.750,-28.807,12.629,39.225,5.483,12.000,9.000,120.000,-57.296,297.627,-124,12,2,0,0,4,0,0
2294,4,79453.148,79456.000,20.000,0,0,0.000,354.866,29.041,41.659,3.393,-0.437,-28.839,10.384,39.225,9.433,15.000,25.000,13.000,111.052,261.543,-125,12,2,0,0,4,0,0
2295,4,79473.148,79476.000,20.000,0,0,0.000,321.779,29.172,41.737,3.847,1.522,-28.878,9.651,39.225,10.496,19.000,58.000,10.000,109.842,226.083,-125,12,2,0,0,4,0,0
2296,4,79493.172,79496.000,20.000,0,0,0.000,288.664,29.316,44.629,3.493,3.635,-28.880,10.106,38.178,20.786,13.000,106.000,7.000,116.902,191.447,-125,12,2,0,0,4,0,0
2297,4,79513.148,79516.000,20.000,0,0,0.000,256.481,28.318,32.972,3.470,2.279,-28.012,4.657,27.660,17.332,10.000,120.000,8.000,-57.296,159.263,-125,12,2,0,0,4,0,0
2298,4,79533.180,79536.000,20.000,0,0,0.000,224.382,28.244,36.320,1.493,3.705,-27.960,12.426,25.771,22.374,14.000,46.000,14.000,120.000,127.021,-125,12,2,0,0,4,0,0
2299,4,79553.148,79556.000,20.000,0,0,0.000,192.420,28.210,35.712,-0.457,4.049,-27.915,15.083,28.211,15.874,11.000,35.000,120.000,-57.296,95.060,-125,12,2,0,0,4,0,0
2300,4,79573.172,79576.000,20.000,0,0,0.000,160.414,28.155,39.304,-2.178,3.137,-27.894,19.082,32.506,11.138,6.000,16.000,90.000,-126.256,66.467,-125,12,2,0,0,4,0,0
2301,4,79593.180,79596.000,20.000,0,0,0.000,128.450,28.120,41.440,-3.155,1.742,-27.888,20.492,35.360,6.855,5.000,37.000,48.000,-165.746,37.698,-125,12,2,0,0,4,0,0
2302,4,79613.148,79617.000,21.000,0,0,0.000,96.550,28.069,44.178,-3.278,0.081,-27.877,20.133,39.225,2.775,6.000,47.000,54.000,-172.242,2.238,-125,12,2,0,0,4,0,0
2303,4,79633.156,79636.000,19.000,0,0,0.000,64.581,28.037,44.150,-2.717,-1.442,-27.868,20.219,39.225,1.341,10.000,21.000,27.000,-159.637,327.670,-125,12,2,0,0,4,0,0
2304,4,79650.922,79666.000,29.000,0,0,0.000,36.387,27.836,43.061,-1.630,-2.142,-27.706,17.638,39.225,-2.131,10.000,9.000,39.000,-118.318,299.477,-125,12,2,0,0,4,0,0
2305,4,79670.148,79679.000,13.000,0,0,0.000,5.851,27.844,42.324,0.017,-2.798,-27.703,15.632,39.225,-2.887,14.000,6.000,49.000,-109.927,268.015,-125,12,2,0,0,4,0,0
2306,4,79701.961,79708.000,29.000,0,0,0.000,315.266,27.998,40.747,2.826,-1.930,-27.788,10.843,39.225,2.028,13.000,7.000,120.000,-57.296,217.169,-126,12,2,0,0,4,0,0
2307,4,79712.992,79717.000,9.000,0,0,0.000,297.740,27.738,46.600,1.840,-2.730,-27.542,1.264,39.225,25.127,14.000,11.000,26.000,-109.107,199.643,-126,12,2,0,0,4,0,0
2308,4,79733.172,79736.000,19.000,0,0,0.000,266.069,27.540,41.127,2.810,-0.409,-27.393,15.646,37.955,2.454,16.000,120.000,10.000,-57.296,169.154,-126,12,2,0,0,4,0,0
2309,4,79753.156,79756.000,20.000,0,0,0.000,234.989,26.610,39.792,2.869,0.513,-26.450,9.740,36.854,11.418,21.000,120.000,7.000,-57.296,138.074,-126,12,2,0,0,4,0,0
2310,4,79773.156,79776.000,20.000,0,0,0.000,204.851,26.238,41.351,2.293,1.609,-26.088,11.016,37.342,13.932,5.000,57.000,7.000,121.945,108.216,-126,12,2,0,0,4,0,0
2311,4,79793.180,79796.000,20.000,0,0,0.000,174.976,26.209,32.311,0.901,2.728,-26.051,11.006,27.718,12.433,16.000,29.000,11.000,104.392,78.862,-126,12,2,0,0,4,0,0
2312,4,79813.148,79816.000,20.000,0,0,0.000,145.206,26.184,25.820,0.178,3.307,-25.973,15.787,18.409,8.861,13.000,45.000,20.000,132.008,50.751,-126,12,2,0,0,4,0,0
2313,4,79833.148,79836.000,20.000,0,0,0.000,115.553,26.029,37.090,-1.318,2.814,-25.842,15.177,30.212,15.249,7.000,60.000,120.000,-57.296,21.098,-126,12,2,0,0,4,0,0
2314,4,79853.156,79856.000,20.000,0,0,0.000,85.944,25.996,36.591,-2.351,1.907,-25.819,16.661,30.868,10.415,4.000,120.000,120.000,-57.296,351.489,-126,12,2,0,0,4,0,0
2315,4,79873.156,79876.000,20.000,0,0,0.000,56.363,25.955,37.690,-2.690,0.563,-25.809,17.911,32.623,5.952,4.000,45.000,23.000,147.581,318.421,-126,12,2,0,0,4,0,0
2316,4,79893.156,79896.000,20.000,0,0,0.000,26.785,25.934,38.840,-2.339,-0.895,-25.813,16.791,34.989,1.544,7.000,40.000,47.000,-170.570,286.854,-126,12,2,0,0,4,0,0
2317,4,79913.172,79916.000,20.000,0,0,0.000,357.277,25.726,43.246,-1.536,-1.896,-25.610,21.648,37.235,3.888,11.000,16.000,73.000,-124.162,256.917,-127,12,2,0,0,4,0,0
2318,4,79928.133,79935.000,19.000,0,0,0.000,335.630,25.241,39.120,-0.813,-1.864,-25.159,14.770,36.155,-2.246,7.000,7.000,120.000,-57.296,235.270,-127,12,2,0,0,4,0,0
2319,4,79953.156,79956.000,21.000,0,0,0.000,300.956,24.142,38.192,0.578,-1.375,-24.096,11.224,36.478,1.415,9.000,5.000,28.000,-110.633,201.571,-127,12,2,0,0,4,0,0
2320,4,79973.180,79976.000,20.000,0,0,0.000,273.353,24.044,34.776,0.831,-1.581,-23.978,10.745,33.002,2.198,12.000,7.000,41.000,-112.173,175.445,-127,12,2,0,0,4,0,0
2321,4,79993.148,79996.000,20.000,0,0,0.000,246.015,23.704,38.756,1.227,-1.231,-23.641,4.209,37.381,9.328,27.000,10.000,26.000,-56.996,151.205,-127,12,2,0,0,4,0,0
2322,4,80013.156,80016.000,20.000,0,0,0.000,219.149,23.439,29.993,1.646,0.453,-23.377,4.987,28.407,8.229,6.000,23.000,10.000,133.004,124.513,-127,12,2,0,0,4,0,0
2323,4,80033.156,80036.000,20.000,0,0,0.000,192.895,22.850,27.386,1.364,0.259,-22.807,1.951,24.497,12.086,11.000,120.000,7.000,-57.296,98.259,-127,12,2,0,0,4,0,0
2324,4,80053.156,80056.000,20.000,0,0,0.000,167.172,22.245,17.224,1.562,0.127,-22.190,1.413,16.735,3.819,15.000,16.000,7.000,65.818,72.401,-127,12,2,0,0,4,0,0
2325,4,80073.156,80076.000,20.000,0,0,0.000,141.804,22.108,19.050,0.889,1.238,-22.055,5.851,16.625,7.230,22.000,43.000,9.000,97.736,48.047,-127,12,2,0,0,4,0,0
2326,4,80093.172,80096.000,20.000,0,0,0.000,116.562,22.038,25.351,0.307,1.282,-21.998,6.366,19.458,14.952,18.000,64.000,14.000,115.872,24.667,-127,12,2,0,0,4,0,0
2327,4,80108.133,80115.000,19.000,0,0,0.000,97.807,21.762,16.593,0.298,1.558,-21.704,13.913,5.966,6.795,10.000,120.000,34.000,-57.296,5.911,-127,12,2,0,0,4,0,0
2328,4,80133.172,80136.000,21.000,0,0,0.000,66.814,21.641,26.274,-1.255,0.769,-21.591,11.667,20.763,11.097,6.000,49.000,120.000,-57.296,334.919,-127,12,2,0,0,4,0,0
2329,4,80153.156,80156.000,20.000,0,0,0.000,42.155,21.555,26.476,-1.320,0.301,-21.512,11.576,22.300,8.349,4.000,45.000,25.000,150.807,307.071,-127,12,2,0,0,4,0,0
2330,4,80173.148,80176.000,20.000,0,0,0.000,17.550,21.488,29.165,-1.198,0.036,-21.455,17.047,21.672,9.505,4.000,36.000,49.000,-163.700,280.742,-127,12,2,0,0,4,0,0
2331,4,80193.156,80196.000,20.000,0,0,0.000,353.064,21.142,27.203,-0.976,-0.003,-21.119,13.556,23.284,3.757,6.000,50.000,120.000,-57.296,256.257,-128,12,2,0,0,4,0,0
2332,4,80213.180,80216.000,20.000,0,0,0.000,329.186,20.172,35.219,-1.187,0.304,-20.135,24.007,21.380,14.384,11.000,17.000,120.000,-57.296,232.378,-128,12,2,0,0,4,0,0
2333,4,80233.172,80236.000,20.000,0,0,0.000,306.245,20.027,22.661,0.425,-0.339,-20.020,7.855,21.201,1.532,13.000,9.000,45.000,-114.182,210.164,-128,12,2,0,0,4,0,0
2334,4,80253.156,80256.000,20.000,0,0,0.000,283.499,19.532,50.659,0.658,-0.514,-19.515,22.522,33.799,30.277,13.000,6.000,40.000,-108.758,188.695,-128,12,2,0,0,4,0,0
2335,4,80273.172,80276.000,20.000,0,0,0.000,261.752,18.935,25.105,0.123,0.168,-18.934,4.192,24.447,3.874,29.000,7.000,41.000,-80.363,169.202,-128,12,2,0,0,4,0,0
2336,4,80293.148,80297.000,21.000,0,0,0.000,240.230,18.676,20.384,-0.364,-0.009,-18.673,5.114,19.316,4.027,13.000,12.000,50.000,-118.677,149.553,-128,12,2,0,0,4,0,0
2337,4,80313.156,80316.000,19.000,0,0,0.000,219.217,18.033,18.130,-0.352,0.324,-18.027,6.699,16.628,2.710,4.000,28.000,18.000,155.496,129.079,-128,12,2,0,0,4,0,0
2338,4,80333.172,80336.000,20.000,0,0,0.000,198.922,17.456,20.345,-0.470,-0.093,-17.449,-2.569,18.816,7.300,11.000,32.000,9.000,115.498,108.919,-128,12,2,0,0,4,0,0
2339,4,80353.148,80356.000,20.000,0,0,0.000,179.825,16.345,14.239,-0.781,-0.298,-16.324,-7.068,9.002,8.471,15.000,22.000,7.000,87.796,89.781,-128,12,2,0,0,4,0,0
2340,4,80373.156,80376.000,20.000,0,0,0.000,161.653,15.579,6.060,-0.181,-1.489,-15.507,-5.509,0.007,2.523,20.000,47.000,7.000,101.424,72.206,-128,12,2,0,0,4,0,0
2341,4,80393.156,80396.000,20.000,0,0,0.000,143.969,15.409,7.527,-0.559,-1.149,-15.356,2.358,6.821,2.138,21.000,59.000,8.000,105.802,55.547,-128,12,2,0,0,4,0,0
2342,4,80408.133,80415.000,19.000,0,0,0.000,130.854,15.303,4.427,-0.430,-1.272,-15.244,-0.201,3.733,2.373,13.000,12.000,10.000,40.893,42.432,-128,12,2,0,0,4,0,0
2343,4,80433.148,80436.000,21.000,0,0,0.000,109.232,15.023,5.942,0.243,-1.409,-14.954,5.234,2.638,0.979,9.000,120.000,16.000,-57.296,20.867,-128,12,2,0,0,4,0,0
2344,4,80453.180,80456.000,20.000,0,0,0.000,92.593,14.274,9.180,0.598,-1.487,-14.184,7.889,4.278,1.930,5.000,21.000,43.000,-144.791,1.247,-128,12,2,0,0,4,0,0
2345,4,80473.148,80477.000,21.000,0,0,0.000,76.609,14.007,10.266,1.200,-1.276,-13.897,7.501,5.969,3.675,4.000,58.000,120.000,-57.296,345.263,-128,12,2,0,0,4,0,0
2346,4,80493.148,80496.000,19.000,0,0,0.000,60.828,13.823,15.143,1.527,-1.058,-13.698,12.021,5.883,7.084,4.000,33.000,22.000,157.934,326.051,-128,12,2,0,0,4,0,0
2347,4,80513.180,80516.000,20.000,0,0,0.000,45.204,13.707,16.224,1.875,-0.527,-13.568,12.021,7.724,7.685,6.000,30.000,46.000,-156.587,308.287,-128,12,2,0,0,4,0,0
2348,4,80533.156,80536.000,20.000,0,0,0.000,29.740,13.616,14.135,2.082,-0.189,-13.455,9.931,9.328,3.764,8.000,30.000,57.000,-146.628,291.233,-128,12,2,0,0,4,0,0
2349,4,80553.172,80556.000,20.000,0,0,0.000,14.617,13.109,13.966,2.199,0.780,-12.899,9.335,9.349,4.527,11.000,22.000,69.000,-130.285,275.183,-128,12,2,0,0,4,0,0
2350,4,80573.156,80576.000,20.000,0,0,0.000,0.367,12.205,10.801,1.464,2.028,-11.946,6.756,7.535,3.773,9.000,11.000,108.000,-121.013,260.494,-128,12,2,0,0,4,0,0
2351,4,80593.172,80596.000,20.000,0,0,0.000,346.984,11.743,28.974,1.110,2.447,-11.432,2.907,21.646,19.039,5.000,7.000,120.000,-57.296,247.111,-129,12,2,0,0,4,0,0
2352,4,80613.156,80616.000,20.000,0,0,0.000,335.083,10.372,8.584,1.074,2.804,-9.928,6.076,3.182,5.162,6.000,6.000,16.000,-120.000,235.306,-129,12,2,0,0,4,0,0
2353,4,80628.133,80635.000,19.000,0,0,0.000,326.825,9.952,34.601,0.756,3.067,-9.437,14.643,22.391,21.943,9.000,5.000,21.000,-106.102,227.048,-129,12,2,0,0,4,0,0
2354,4,80653.141,80656.000,21.000,0,0,0.000,315.143,8.803,24.797,-0.872,3.618,-7.977,-0.254,13.355,20.892,14.000,6.000,66.000,-112.947,216.572,-129,12,2,0,0,4,0,0
2355,4,80673.172,80676.000,20.000,0,0,0.000,306.128,8.825,11.378,-1.705,3.864,-7.749,-1.973,7.798,8.047,13.000,7.000,51.000,-112.777,208.351,-129,12,2,0,0,4,0,0
2356,4,80693.156,80696.000,20.000,0,0,0.000,297.478,8.390,7.901,-2.900,2.710,-7.392,0.491,6.124,4.968,19.000,10.000,34.000,-98.213,200.943,-129,12,2,0,0,4,0,0
2357,4,80713.148,80716.000,20.000,0,0,0.000,289.339,7.944,9.591,-3.313,2.497,-6.775,-2.184,7.532,5.521,24.000,16.000,24.000,-60.000,194.947,-129,12,2,0,0,4,0,0
2358,4,80733.148,80736.000,20.000,0,0,0.000,282.273,7.036,7.215,-3.757,1.626,-5.722,-3.177,4.463,4.695,25.000,28.000,14.000,71.742,185.559,-129,12,2,0,0,4,0,0
2359,4,80753.156,80756.000,20.000,0,0,0.000,276.022,6.641,10.070,-3.896,0.790,-5.320,-6.402,3.443,6.970,18.000,44.000,9.000,105.665,177.835,-129,12,2,0,0,4,0,0
2360,4,80773.148,80776.000,20.000,0,0,0.000,270.329,6.037,10.365,-3.975,-0.215,-4.539,-7.491,1.475,7.010,11.000,50.000,7.000,115.171,171.003,-129,12,2,0,0,4,0,0
2361,4,80793.172,80796.000,20.000,0,0,0.000,266.577,2.524,26.503,-1.443,-1.465,-1.463,2.899,-25.905,-4.788,8.000,51.000,7.000,118.859,166.283,-129,12,2,0,0,4,0,0
2362,4,80813.172,80816.000,20.000,0,0,0.000,265.348,1.595,5.754,-1.228,-0.010,-1.017,-2.682,0.168,5.088,8.000,55.000,7.000,118.956,164.132,-129,12,2,0,0,4,0,0
2363,4,80828.133,80833.000,17.000,0,0,0.000,264.527,1.768,25.276,-1.413,0.623,-0.861,-24.442,0.069,6.436,8.000,55.000,7.000,118.956,163.311,-129,12,2,0,0,4,0,0
2364,4,80853.180,80856.000,23.000,0,0,0.000,263.975,0.909,13.368,-0.633,-0.416,-0.502,-11.341,-1.841,6.833,7.000,59.000,7.000,120.000,161.040,-129,12,2,0,0,4,0,0
2365,4,80873.156,80876.000,20.000,0,0,0.000,263.578,0.442,9.600,-0.359,-0.146,-0.214,-5.643,-0.919,7.712,8.000,57.000,7.000,118.998,159.810,-129,12,2,0,0,4,0,0
2366,4,80893.148,80896.000,20.000,0,0,0.000,263.477,0.113,8.386,-0.104,0.039,-0.020,-4.518,-2.258,6.694,8.000,56.000,7.000,118.977,158.894,-129,12,2,0,0,4,0,0
2367,4,80913.156,80916.000,20.000,0,0,0.000,263.477,0.108,9.062,0.072,0.047,0.065,-5.555,-2.851,6.567,9.000,54.000,7.000,117.844,158.073,-129,12,2,0,0,4,0,0
2368,4,80933.180,80936.000,20.000,0,0,0.000,263.477,0.128,9.794,0.077,0.044,0.093,-6.151,-2.229,7.288,8.000,59.000,7.000,119.037,157.293,-129,12,2,0,0,4,0,0
2369,4,80953.172,80956.000,20.000,0,0,0.000,263.477,0.156,9.529,0.096,0.044,0.115,-5.909,-2.210,7.142,9.000,60.000,7.000,118.092,156.509,-129,12,2,0,0,4,0,0
2370,4,80973.156,80976.000,20.000,0,0,0.000,263.477,0.195,9.520,0.127,0.054,0.138,-5.871,-2.279,7.140,8.000,54.000,6.000,117.889,155.736,-129,12,2,0,0,4,0,0
2371,4,80993.172,80996.000,20.000,0,0,0.000,263.566,0.226,9.554,0.149,0.060,0.159,-5.923,-2.169,7.175,7.000,60.000,7.000,120.000,155.109,-129,12,2,0,0,4,0,0
2372,4,81013.141,81016.000,20.000,0,0,0.000,263.762,0.260,9.556,0.178,0.066,0.178,-5.916,-2.136,7.195,8.000,56.000,7.000,118.977,154.578,-129,12,2,0,0,4,0,0
2373,4,81033.156,81036.000,20.000,0,0,0.000,263.986,0.295,9.571,0.197,0.075,0.207,-5.928,-2.138,7.204,7.000,61.000,7.000,120.000,154.106,-129,12,2,0,0,4,0,0
2374,4,81053.156,81056.000,20.000,0,0,0.000,264.238,0.337,9.553,0.231,0.084,0.230,-5.983,-2.093,7.147,8.000,64.000,6.000,118.260,153.636,-129,12,2,0,0,4,0,0
2375,4,81073.148,81076.000,20.000,0,0,0.000,264.515,0.361,9.530,0.247,0.085,0.249,-6.036,-1.956,7.111,9.000,58.000,7.000,118.016,153.196,-129,12,2,0,0,4,0,0
2376,4,81093.156,81096.000,20.000,0,0,0.000,264.811,0.382,9.626,0.264,0.088,0.262,-6.041,-1.891,7.252,9.000,58.000,6.000,117.055,152.763,-129,12,2,0,0,4,0,0
2377,4,81113.180,81116.000,20.000,0,0,0.000,265.121,0.407,9.553,0.283,0.090,0.278,-6.053,-1.829,7.161,8.000,60.000,7.000,119.055,152.392,-129,12,2,0,0,4,0,0
2378,4,81133.148,81136.000,20.000,0,0,0.000,265.452,0.436,9.534,0.304,0.092,0.298,-6.065,-1.745,7.147,8.000,55.000,7.000,118.956,152.048,-129,12,2,0,0,4,0,0
2379,4,81153.172,81156.000,20.000,0,0,0.000,265.804,0.463,9.615,0.327,0.091,0.315,-6.213,-1.666,7.147,8.000,59.000,7.000,119.037,151.732,-129,12,2,0,0,4,0,0
2380,4,81173.172,81176.000,20.000,0,0,0.000,266.166,0.465,9.633,0.331,0.076,0.317,-6.167,-1.451,7.257,8.000,58.000,7.000,119.018,151.433,-129,12,2,0,0,4,0,0
2381,4,81188.133,81193.000,17.000,0,0,0.000,266.435,0.461,9.576,0.328,0.075,0.315,-6.206,-1.379,7.161,8.000,58.000,7.000,119.018,151.702,-129,12,2,0,0,4,0,0
2382,4,81213.156,81216.000,23.000,0,0,0.000,266.886,0.462,9.559,0.331,0.071,0.315,-6.177,-1.338,7.171,8.000,60.000,7.000,119.055,150.832,-129,12,2,0,0,4,0,0
2383,4,81233.180,81236.000,20.000,0,0,0.000,267.253,0.476,9.634,0.341,0.067,0.326,-6.189,-1.255,7.276,9.000,59.000,7.000,118.055,150.536,-129,12,2,0,0,4,0,0
2384,4,81253.148,81257.000,21.000,0,0,0.000,267.632,0.494,9.619,0.357,0.069,0.335,-6.199,-1.216,7.254,9.000,64.000,7.000,118.228,150.261,-129,12,2,0,0,4,0,0
2385,4,81273.141,81276.000,19.000,0,0,0.000,268.021,0.505,9.558,0.367,0.067,0.341,-6.182,-1.159,7.197,10.000,63.000,7.000,117.271,149.983,-129,12,2,0,0,4,0,0
2386,4,81293.156,81296.000,20.000,0,0,0.000,268.430,0.537,9.537,0.388,0.074,0.363,-6.191,-1.068,7.175,8.000,61.000,7.000,119.073,149.765,-129,12,2,0,0,4,0,0
2387,4,81313.156,81316.000,20.000,0,0,0.000,268.866,0.580,9.481,0.420,0.078,0.392,-6.187,-1.030,7.111,8.000,63.000,7.000,119.106,149.580,-129,12,2,0,0,4,0,0
2388,4,81333.156,81336.000,20.000,0,0,0.000,269.332,0.621,9.548,0.454,0.080,0.416,-6.230,-0.931,7.175,9.000,61.000,7.000,118.128,149.408,-129,12,2,0,0,4,0,0
2389,4,81353.156,81356.000,20.000,0,0,0.000,269.828,0.666,9.582,0.491,0.080,0.443,-6.316,-0.737,7.168,8.000,64.000,7.000,119.122,149.287,-129,12,2,0,0,4,0,0
2390,4,81373.172,81376.000,20.000,0,0,0.000,270.340,0.681,9.601,0.504,0.060,0.453,-6.349,-0.551,7.180,9.000,61.000,7.000,118.128,149.166,-129,12,2,0,0,4,0,0
2391,4,81393.148,81396.000,20.000,0,0,0.000,270.865,0.691,9.586,0.511,0.051,0.463,-6.364,-0.388,7.159,9.000,60.000,7.000,118.092,149.060,-129,12,2,0,0,4,0,0
2392,4,81413.180,81416.000,20.000,0,0,0.000,271.406,0.706,9.524,0.518,0.037,0.478,-6.304,-0.268,7.135,10.000,61.000,7.000,117.167,148.951,-129,12,2,0,0,4,0,0
2393,4,81433.148,81436.000,20.000,0,0,0.000,271.961,0.731,9.507,0.540,0.036,0.492,-6.311,-0.220,7.106,11.000,58.000,7.000,115.956,148.835,-129,12,2,0,0,4,0,0
2394,4,81453.148,81456.000,20.000,0,0,0.000,272.541,0.768,9.529,0.568,0.021,0.516,-6.321,-0.098,7.130,10.000,59.000,7.000,117.055,148.768,-129,12,2,0,0,4,0,0
2395,4,81473.156,81476.000,20.000,0,0,0.000,273.147,0.806,9.480,0.597,0.010,0.542,-6.254,0.057,7.125,11.000,57.000,7.000,115.872,148.705,-129,12,2,0,0,4,0,0
2396,4,81493.148,81496.000,20.000,0,0,0.000,273.794,0.860,9.441,0.635,-0.006,0.579,-6.314,0.156,7.017,11.000,57.000,7.000,115.872,148.681,-129,12,2,0,0,4,0,0
2397,4,81513.156,81516.000,20.000,0,0,0.000,274.466,0.867,9.557,0.634,-0.095,0.583,-6.768,0.541,6.725,12.000,55.000,7.000,114.564,148.658,-129,12,2,0,0,4,0,0
2398,4,81533.156,81536.000,20.000,0,0,0.000,275.144,0.889,9.446,0.650,-0.062,0.604,-5.928,0.584,7.331,13.000,55.000,7.000,113.413,148.617,-129,12,2,0,0,4,0,0
2399,4,81553.148,81556.000,20.000,0,0,0.000,275.852,0.936,9.417,0.682,-0.071,0.637,-6.170,0.630,7.087,13.000,53.000,8.000,114.182,148.623,-129,12,2,0,0,4,0,0
2400,4,81573.172,81576.000,20.000,0,0,0.000,276.607,1.004,9.340,0.741,-0.069,0.675,-6.151,0.747,6.989,13.000,52.000,8.000,114.043,148.671,-129,12,2,0,0,4,0,0
2401,4,81593.180,81596.000,20.000,0,0,0.000,277.410,1.064,9.703,0.775,-0.146,0.714,-6.512,1.128,7.104,14.000,53.000,8.000,112.947,148.743,-129,12,2,0,0,4,0,0
2402,4,81613.148,81616.000,20.000,0,0,0.000,278.243,1.095,9.633,0.791,-0.183,0.734,-6.431,1.492,7.015,14.000,52.000,8.000,112.777,148.840,-129,12,2,0,0,4,0,0
